0:0.01518857711536645:0.014519950877595517:0.002767816010662494
1:-0.08982156591118705:-3.957095053171504:0.04505126591839137
2:6.844631403168702:-0.1023729446604119:1.8853554396794234
3:-0.5965717157386107:0.17861573501836137:-16.27353610897597
4:0.2117562491414754:0.31716297555894113:-0.0041825092620262905
5:0.034789929929703756:-0.0336754849933325:4.525077777595178
